Epoch,p95_us,p99_us,avg_us,runtime_ms,throughput_ops_sec,Operations,value_mean_bytes,value_p50_bytes,value_p90_bytes,value_p95_bytes,value_p99_bytes,value_max_bytes,value_pct_gt_128k,value_pct_gt_256k,sample_n,sample_latency_p50_us,sample_latency_p95_us,sample_latency_p99_us,sample_key_p50_bytes,sample_key_p95_bytes,sample_key_p99_bytes,sample_key_max_bytes,sample_pct_gt_128k,sample_pct_gt_256k,sample_key_latency_spearman,sample_key_latency_pearson,sample_query_execute_us_mean,sample_query_execute_us_p95,sample_resultset_next_us_mean,sample_resultset_next_us_p95,sample_json_fetch_us_mean,sample_json_fetch_us_p95,sample_json_parse_us_mean,sample_json_parse_us_p95,sample_value_join_us_mean,sample_value_join_us_p95,slow_n,slow_rate_pct,slow_latency_p50_us,slow_latency_p95_us,slow_latency_p99_us,slow_key_p50_bytes,slow_key_p95_bytes,slow_key_p99_bytes,slow_pct_gt_128k,slow_pct_gt_256k,slow_key_latency_spearman,slow_key_latency_pearson,slow_query_execute_us_mean,slow_query_execute_us_p50,slow_query_execute_us_p95,slow_query_execute_us_share_mean,slow_resultset_next_us_mean,slow_resultset_next_us_p50,slow_resultset_next_us_p95,slow_resultset_next_us_share_mean,slow_json_fetch_us_mean,slow_json_fetch_us_p50,slow_json_fetch_us_p95,slow_json_fetch_us_share_mean,slow_json_parse_us_mean,slow_json_parse_us_p50,slow_json_parse_us_p95,slow_json_parse_us_share_mean,slow_value_join_us_mean,slow_value_join_us_p50,slow_value_join_us_p95,slow_value_join_us_share_mean,duration_avg-run_s,duration_clean-run_s,duration_extend_s,duration_load_s,duration_reference_s,duration_run_s,duration_vacuum_s,pg_run_samples,run_wait_io_mean,run_wait_io_max,run_wait_lwlock_mean,run_wait_client_mean,run_active_backends_mean,run_toast_total_bytes,run_delta_blks_read,run_delta_blks_hit,run_delta_tup_returned,run_delta_tup_fetched,run_delta_temp_bytes,run_delta_checkpoints_timed_x,run_delta_checkpoints_req_x,run_delta_buffers_checkpoint_x,run_delta_buffers_clean_x,run_delta_buffers_backend_x,run_delta_buffers_alloc_x,run_delta_checkpoint_write_time_x,run_delta_checkpoint_sync_time_x,run_delta_wal_bytes_x,run_delta_wal_records_x,run_delta_wal_buffers_full,os_run_samples,run_os_postgres_cpu_pct_mean,run_os_postgres_cpu_pct_max,run_os_postgres_rss_kb_mean,run_os_postgres_rss_kb_max,run_os_mem_available_kb_mean,run_os_mem_available_kb_max,run_os_mem_dirty_kb_mean,run_os_mem_dirty_kb_max,run_os_mem_writeback_kb_mean,run_os_mem_writeback_kb_max,run_os_disk_reads_s_mean,run_os_disk_reads_s_max,run_os_disk_writes_s_mean,run_os_disk_writes_s_max,run_os_disk_read_kb_s_mean,run_os_disk_read_kb_s_max,run_os_disk_write_kb_s_mean,run_os_disk_write_kb_s_max,run_os_disk_await_ms_mean,run_os_disk_await_ms_max,run_os_disk_aqu_sz_mean,run_os_disk_aqu_sz_max,run_os_disk_util_pct_mean,run_os_disk_util_pct_max,avg-run_delta_checkpoints_timed,clean-run_delta_checkpoints_timed,extend_delta_checkpoints_timed,load_delta_checkpoints_timed,reference_delta_checkpoints_timed,run_delta_checkpoints_timed_y,vacuum_delta_checkpoints_timed,avg-run_delta_checkpoints_req,clean-run_delta_checkpoints_req,extend_delta_checkpoints_req,load_delta_checkpoints_req,reference_delta_checkpoints_req,run_delta_checkpoints_req_y,vacuum_delta_checkpoints_req,avg-run_delta_checkpoint_write_time,clean-run_delta_checkpoint_write_time,extend_delta_checkpoint_write_time,load_delta_checkpoint_write_time,reference_delta_checkpoint_write_time,run_delta_checkpoint_write_time_y,vacuum_delta_checkpoint_write_time,avg-run_delta_checkpoint_sync_time,clean-run_delta_checkpoint_sync_time,extend_delta_checkpoint_sync_time,load_delta_checkpoint_sync_time,reference_delta_checkpoint_sync_time,run_delta_checkpoint_sync_time_y,vacuum_delta_checkpoint_sync_time,avg-run_delta_buffers_checkpoint,clean-run_delta_buffers_checkpoint,extend_delta_buffers_checkpoint,load_delta_buffers_checkpoint,reference_delta_buffers_checkpoint,run_delta_buffers_checkpoint_y,vacuum_delta_buffers_checkpoint,avg-run_delta_buffers_clean,clean-run_delta_buffers_clean,extend_delta_buffers_clean,load_delta_buffers_clean,reference_delta_buffers_clean,run_delta_buffers_clean_y,vacuum_delta_buffers_clean,avg-run_delta_buffers_backend,clean-run_delta_buffers_backend,extend_delta_buffers_backend,load_delta_buffers_backend,reference_delta_buffers_backend,run_delta_buffers_backend_y,vacuum_delta_buffers_backend,avg-run_delta_buffers_alloc,clean-run_delta_buffers_alloc,extend_delta_buffers_alloc,load_delta_buffers_alloc,reference_delta_buffers_alloc,run_delta_buffers_alloc_y,vacuum_delta_buffers_alloc,avg-run_delta_wal_bytes,clean-run_delta_wal_bytes,extend_delta_wal_bytes,load_delta_wal_bytes,reference_delta_wal_bytes,run_delta_wal_bytes_y,vacuum_delta_wal_bytes,avg-run_delta_wal_records,clean-run_delta_wal_records,extend_delta_wal_records,load_delta_wal_records,reference_delta_wal_records,run_delta_wal_records_y,vacuum_delta_wal_records,vacuum_progress_samples,vacuum_toast_samples,vacuum_heap_blks_total_max,vacuum_heap_blks_scanned_max,vacuum_heap_blks_vacuumed_max,vacuum_index_vacuum_count_max,vacuum_dead_tuples_max,vacuum_phase_share_scanning_heap,vacuum_phase_share_vacuuming_heap,vacuum_phase_share_initializing,vacuum_phase_share_vacuuming_indexes,vacuum_phase_share_truncating_heap,vacuum_phase_share_cleaning_up_indexes,is_peak
23,458,977,307.85518,31425,3182.1797931583133,100000,24000.0,16500.0,26500.0,35400.0,79105.00000000012,8781500,0.59,0.44,1000,223.0,455.0999999999999,803.3899999999996,17375.5,33612.149999999994,79219.40999999999,1362570,0.4,0.4,0.7245775172600714,0.9719022323930642,173.879,272.04999999999995,0.002,0.0,2.073,3.0,95.555,157.04999999999995,8.289,14.0,966,0.966,2290.0,23403.5,87415.35000000002,262239.0,2790706.0,9362240.0,64.38923395445134,50.20703933747412,0.877081144153911,0.9897452471753224,3063.2691511387166,1220.0,12147.5,0.518386755054595,0.16666666666666666,0.0,1.0,2.8204440500105023e-05,108.23188405797102,38.0,459.5,0.018315718404763853,2390.656314699793,952.0,9419.25,0.40456274270490394,329.04037267080747,102.0,1243.0,0.05568239767875704,27.003,28.747,276.724,,5.537,31.753,13.966,23,0.0,0,0.0,0.30434782608695654,0.43478260869565216,5102837760,164,3835331,1627718,1619735,0,0,0,82492,14300,2509,206,0,0,50,1,0,23,49.58636363636363,53.2,2787435.8181818184,2946540.0,10846737.739130436,11067972,418502.7826086957,611496,552.3478260869565,4028,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,1.0,0.0,0.0,235038.0,,0.0,0.0,15567.0,0.0,0.0,143.0,,0.0,0.0,945.0,2877.0,0.0,1793451.0,,54.0,82507.0,120216.0,0.0,52.0,3442.0,,2573.0,14850.0,5700.0,5.0,0.0,74926.0,,0.0,2509.0,101144.0,3.0,393.0,416592.0,,1666.0,206.0,794.0,2026357.0,50.0,9111665319.0,,0.0,50.0,438742375.0,33661.0,1.0,11152658.0,,0.0,1.0,1765341.0,14.0,14.0,589821.0,589821.0,559464.0,1.0,2179585.0,0.21428571428571427,0.7142857142857143,,0.07142857142857142,,,False
24,467,977,309.16684,31569,3167.6644809781747,100000,25000.0,17200.0,27600.0,36804.99999999993,81706.00000000013,9174300,0.62,0.47000000000000003,1000,229.0,468.39999999999964,951.3099999999997,18193.5,38493.299999999996,84011.17999999995,1881610,0.5,0.4,0.8163688686028611,0.971036917536498,186.246,278.14999999999986,0.003,0.0,2.402,3.0,104.159,173.19999999999982,9.887,16.0,970,0.97,2255.5,17666.799999999996,90600.49999999997,261130.0,1881610.0,9780878.0,69.69072164948453,48.76288659793814,0.8713449154443846,0.9873767020897453,2848.7865979381445,1197.5,8721.599999999997,0.5233344267212906,0.12886597938144329,0.0,1.0,2.3673238105050086e-05,94.94432989690722,37.5,308.7499999999998,0.017441684292181545,2187.061855670103,949.0,7614.849999999999,0.4017727278236681,295.28453608247423,100.0,1128.7499999999998,0.05424504717981662,27.814,29.756,291.982,,5.609,31.898,35.017,24,0.0,0,0.0,0.3333333333333333,0.5416666666666666,5750480896,23,3968194,1700062,1691732,0,0,0,71743,15100,413,79,0,0,50,1,0,24,50.165217391304346,53.4,2784953.3913043477,2926660.0,10845732.0,11054884,966419.0,1062192,491.6666666666667,5368,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,1.0,0.0,0.0,275801.0,,0.0,0.0,21967.0,0.0,0.0,4600.0,,0.0,0.0,7992.0,2279.0,0.0,1777130.0,,55.0,71747.0,163574.0,0.0,2.0,918.0,,2700.0,15400.0,6811.0,5.0,0.0,169630.0,,0.0,413.0,364509.0,3.0,619.0,547233.0,,1666.0,79.0,3948.0,2026298.0,50.0,9671791203.0,,0.0,50.0,465147905.0,33660.0,1.0,11661879.0,,0.0,1.0,2040200.0,36.0,35.0,668761.0,668761.0,555635.0,1.0,2539652.0,0.5555555555555556,0.4444444444444444,,,,,False
25,487,992,328.4427,33490,2985.965959988056,100000,26000.0,17800.0,28700.0,38400.0,85602.00000000004,9552800,0.66,0.5,1000,237.0,491.8999999999992,1065.4199999999987,19294.0,43745.64999999999,101015.67999999973,1202750,0.8999999999999999,0.8999999999999999,0.7846391421423833,0.9826012441944457,186.243,303.0999999999999,0.002,0.0,2.884,4.0,105.047,175.04999999999995,9.993,18.0,992,0.992,2423.0,26508.199999999997,92376.51000000008,274936.0,3034521.0,10184400.0,69.65725806451613,52.52016129032258,0.8721120841582078,0.9915835033765248,3352.6975806451615,1247.0,12432.749999999964,0.5215566490288429,0.1532258064516129,0.0,1.0,2.383630978797289e-05,120.68447580645162,41.0,568.6499999999988,0.018774073496752145,2584.3024193548385,1004.0,11329.199999999968,0.4020225736126405,354.31451612903226,116.0,1466.3499999999958,0.05511833002813626,28.271,30.597,273.268,,5.539,33.811,46.508,25,0.0,0,0.0,0.44,0.44,7217758208,1510,4029637,1828356,1819679,0,0,0,123157,15800,1711,1524,0,0,50,1,0,25,50.833333333333336,53.6,2845163.1666666665,2999660.0,10828695.52,11048420,875161.6,1053140,773.28,4012,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,1.0,0.0,0.0,254243.0,,0.0,0.0,27047.0,0.0,0.0,9946.0,,0.0,0.0,8185.0,610.0,0.0,1828982.0,,55.0,123166.0,127046.0,0.0,0.0,2295.0,,2500.0,16400.0,11298.0,5.0,0.0,299677.0,,0.0,1711.0,473946.0,3.0,83.0,668406.0,,1666.0,1524.0,1129.0,2026348.0,50.0,9484506592.0,,0.0,50.0,628410083.0,33661.0,1.0,11293128.0,,0.0,1.0,2681106.0,46.0,45.0,846130.0,846130.0,677584.0,1.0,2842240.0,0.391304347826087,0.5,,0.10869565217391304,,,False
26,488,1042,329.84382,33613,2975.039419272305,100000,27000.0,18500.0,29810.000000000036,39900.0,89503.00000000006,9929300,0.7000000000000001,0.53,1000,241.0,466.7499999999993,867.0799999999999,19793.0,41506.0,91107.09999999999,4387345,0.6,0.5,0.776770685955004,0.9978975479583693,201.742,286.04999999999995,0.001,0.0,2.758,4.0,112.106,167.04999999999995,10.598,15.0,1000,1.0,2304.0,20076.249999999953,95538.67999999998,249619.5,2061668.9499999797,10585929.0,71.39999999999999,50.0,0.8660098054544304,0.9884612667633687,3134.055,1182.0,10896.899999999998,0.525426578875808,0.168,0.0,1.0,2.816532104610026e-05,112.405,39.0,410.1999999999998,0.018844779239207736,2358.633,941.5,8361.699999999999,0.395426521874563,342.454,114.0,1382.2499999999998,0.057412659842388206,27.741,31.311,294.483,,5.68,33.938,21.638,25,0.0,0,0.0,0.4,0.52,7221714944,2565,4015848,1841861,1832308,0,0,0,75378,15900,5407,2593,0,0,41241,457,0,25,50.50416666666667,53.4,2923145.6666666665,3085692.0,10718872.64,11054360,870760.0,1048472,308.64,4620,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,1.0,0.0,0.0,282317.0,,0.0,0.0,14600.0,0.0,0.0,2984.0,,0.0,0.0,27.0,343.0,0.0,1984772.0,,55.0,75389.0,154851.0,0.0,0.0,3443.0,,2500.0,16500.0,3581.0,6.0,0.0,94645.0,,0.0,5407.0,200975.0,4.0,988.0,748326.0,,1666.0,2593.0,1481.0,3133518.0,3155460.0,10144110182.0,,0.0,41241.0,507717223.0,37137.0,38121.0,12375135.0,,0.0,457.0,2112582.0,21.0,21.0,846130.0,846130.0,755658.0,1.0,2610779.0,0.19047619047619047,0.7619047619047619,,0.047619047619047616,,,False
27,502,1076,349.89661,35616,2807.726864330638,100000,28000.0,19200.0,30910.000000000036,41304.99999999993,92603.00000000006,10305600,0.74,0.54,1000,247.0,494.1999999999998,834.1799999999998,20358.5,45471.4,87658.46999999997,1296309,0.6,0.5,0.769946762253296,0.9878665899075636,184.384,290.0999999999999,0.002,0.0,2.207,4.0,104.242,188.04999999999995,9.309,18.0,1027,1.027,2494.0,27189.79999999984,104715.58,295320.0,3278022.0,10987174.0,72.34664070107108,52.872444011684514,0.9042936586226976,0.9824414325341346,3738.2395326192795,1269.0,14369.499999999958,0.5278092415958839,0.1314508276533593,0.0,1.0,1.8559795605782793e-05,137.8500486854917,43.0,739.7999999999997,0.019463313951865787,2780.2414800389483,1043.0,11164.0,0.39254765090041815,410.75073028237586,129.0,2414.399999999986,0.05799468694917792,29.913,32.112,292.277,,5.659,35.938,49.228,27,0.0,0,0.0,0.6296296296296297,0.3333333333333333,7272824832,156,4060357,1967386,1957139,0,0,0,352,17500,1,156,0,0,28444,462,0,27,50.565384615384616,53.3,2506029.6923076925,2633008.0,10700162.814814815,11055308,925537.3333333334,1025288,26.22222222222222,164,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,,0.0,0.0,0.0,0.0,0.0,285267.0,,0.0,0.0,0.0,0.0,0.0,8179.0,,0.0,0.0,0.0,388.0,0.0,1717393.0,,56.0,358.0,38193.0,0.0,0.0,3157.0,,2500.0,17800.0,11900.0,5.0,0.0,183522.0,,0.0,1.0,699503.0,3.0,583.0,803181.0,,1666.0,156.0,1828.0,2272260.0,50.0,10452635474.0,,0.0,28444.0,319093554.0,37829.0,1.0,12416445.0,,0.0,462.0,2520643.0,49.0,48.0,846130.0,846130.0,645929.0,1.0,3160181.0,0.5102040816326531,0.46938775510204084,,0.02040816326530612,,,False
28,504,1086,333.73771,34024,2939.1018104867157,100000,29000.0,19800.0,32000.0,42900.0,95600.0,10682400,0.75,0.54,1000,251.0,448.39999999999964,1016.4799999999996,21136.0,40877.34999999998,84626.49999999999,1095125,0.7000000000000001,0.5,0.784913526376233,0.9863856528197225,190.191,282.14999999999986,0.002,0.0,2.402,5.0,106.207,165.0999999999999,10.765,17.0,1045,1.045,2313.0,19995.799999999945,50885.5999999999,226084.0,2191682.0,5824932.0,71.10047846889952,47.368421052631575,0.8627932969739937,0.9871006686728635,2640.864114832536,1194.0,9643.999999999998,0.5136958418361316,0.12057416267942583,0.0,1.0,2.345385574873549e-05,99.67272727272727,40.0,429.1999999999998,0.019388148468863425,2082.3263157894735,897.0,8559.399999999985,0.40505013633949716,300.6574162679426,118.0,1225.8,0.05848330615974571,30.714,32.697,312.142,,5.466,34.35,49.532,25,0.0,0,0.0,0.36,0.64,7662575616,187,4763088,1846564,1837887,0,0,0,325,16200,0,188,0,0,50,1,0,25,50.162499999999994,53.3,2655699.5,2809468.0,10739089.44,11054776,999145.28,1050772,26.08,164,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,302173.0,,0.0,0.0,0.0,0.0,0.0,13505.0,,0.0,0.0,0.0,394.0,0.0,1760547.0,,54.0,342.0,42823.0,0.0,0.0,3055.0,,2300.0,17000.0,15819.0,5.0,0.0,370045.0,,1.0,0.0,638840.0,3.0,868.0,856655.0,,1567.0,188.0,2600.0,2272201.0,50.0,10824479216.0,,40327.0,50.0,457651348.0,37828.0,1.0,12773797.0,,439.0,1.0,2731250.0,49.0,48.0,893691.0,893691.0,722599.0,1.0,3417449.0,0.30612244897959184,0.6530612244897959,,0.04081632653061224,,,False
29,533,1140,353.27492,35955,2781.254345709915,100000,30000.0,20500.0,33100.0,44404.99999999993,98403.00000000006,11062200,0.75,0.54,1000,264.0,610.3499999999997,1246.5199999999804,21847.0,50875.29999999994,127290.66999999706,11793776,1.0,1.0,0.7855104848442492,0.9989584820051357,272.885,345.4499999999996,0.002,0.0,7.319,6.0,161.893,224.04999999999995,24.698,23.0,1110,1.11,2089.5,16781.2,65045.01000000071,196661.0,1849048.0,6031979.0,67.29729729729729,46.21621621621622,0.8617050955589277,0.9817647143988539,2824.7846846846846,1196.5,8143.34999999998,0.5166928870976858,0.13423423423423422,0.0,1.0,2.4553331236138283e-05,112.86126126126126,41.0,373.49999999999955,0.020643913583479594,2194.0036036036036,888.0,7478.6499999999905,0.40131414701974466,320.5846846846847,92.0,1152.7999999999993,0.05863945212784277,30.18,33.958,326.397,,5.627,36.275,48.718,27,0.0,0,0.0,0.4444444444444444,0.5555555555555556,7794171904,97,4948595,1988351,1978104,0,0,0,353,17300,1,97,0,0,33879,330,0,27,50.24230769230769,53.2,2635363.6923076925,2785260.0,10705994.962962963,11054600,880891.8518518518,998852,628.1481481481482,3136,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,1.0,0.0,0.0,307266.0,,0.0,0.0,14912.0,0.0,0.0,12222.0,,0.0,0.0,4545.0,456.0,0.0,1763407.0,,55.0,361.0,99465.0,0.0,0.0,3855.0,,2700.0,17700.0,17761.0,5.0,0.0,437267.0,,0.0,1.0,597967.0,3.0,534.0,918952.0,,1559.0,97.0,1964.0,3656832.0,3114431.0,11259449653.0,,0.0,33879.0,529498108.0,50636.0,42079.0,13311831.0,,0.0,330.0,2773352.0,48.0,47.0,908385.0,908385.0,792792.0,1.0,3469255.0,0.2708333333333333,0.6875,,0.041666666666666664,,,False
30,547,1188,362.5592,36909,2709.366279227289,100000,31000.0,21200.0,34300.0,46004.99999999993,102202.00000000004,11438800,0.77,0.54,1000,264.0,575.05,1144.0899999999926,22776.5,49426.34999999999,115942.62999999875,1116115,1.0,0.8999999999999999,0.8251302276609466,0.9823075074237336,204.338,351.0,0.002,0.0,2.745,6.0,125.219,208.19999999999982,11.272,24.0,1200,1.2,2194.0,18324.049999999974,53387.479999999996,211872.0,1912672.0,6242777.0,66.0,47.16666666666667,0.8732973563442211,0.9800561377409052,2770.5391666666665,1207.0,9120.899999999996,0.5125649561984085,0.10083333333333333,0.0,1.0,1.8654720245489953e-05,106.14666666666666,41.0,410.04999999999905,0.01963771608255808,2201.925,928.5,6910.19999999999,0.40736821365174014,311.69083333333333,103.5,1306.8499999999992,0.05766451536116001,30.657,35.824,324.702,,6.474,37.242,75.313,28,0.0,0,0.0,0.6071428571428571,0.35714285714285715,7965278208,193,5144839,2138783,2128189,0,0,0,36667,18100,1563,193,0,0,28245,244,0,28,49.88888888888888,52.9,2976499.8518518517,3134516.0,10712377.714285715,11059808,901600.2857142857,1062560,417.0,4904,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,1.0,0.0,0.0,317020.0,,0.0,0.0,30568.0,0.0,0.0,4826.0,,0.0,0.0,8326.0,463.0,0.0,1873881.0,,64.0,36670.0,196384.0,0.0,0.0,8187.0,,3100.0,18300.0,20407.0,5.0,0.0,223574.0,,0.0,1563.0,887263.0,3.0,867.0,981791.0,,1666.0,193.0,1925.0,3480275.0,3014858.0,11728101131.0,,0.0,28245.0,564040692.0,50547.0,43337.0,13809749.0,,0.0,244.0,2813583.0,75.0,74.0,927663.0,927663.0,855452.0,1.0,3539695.0,0.4533333333333333,0.5333333333333333,,0.013333333333333334,,,False
31,560,1237,382.68871,38825,2575.6600128783,100000,32000.0,21800.0,35310.00000000004,47700.0,105502.00000000004,11817100,0.77,0.54,1000,274.5,571.1499999999999,1244.7999999999993,22783.5,50938.799999999996,126076.4099999998,6449704,1.0,0.7000000000000001,0.7680561294292345,0.9942390985281782,251.798,351.04999999999995,0.002,0.0,4.049,5.0,152.926,212.24999999999977,17.053,21.0,1285,1.2850000000000001,1906.0,20981.999999999975,66696.76000000026,174645.0,2418847.0,6449704.0,62.568093385214006,44.280155642023345,0.8552437051423597,0.9866332476533549,3123.1494163424127,1111.0,10547.19999999999,0.5253795185028771,0.12295719844357976,0.0,1.0,2.0683990774416467e-05,114.8396887159533,33.0,420.1999999999998,0.019318454649302937,2370.5112840466927,747.0,8308.999999999998,0.3987699309233255,323.13929961089497,78.0,1284.3999999999985,0.054358836868506635,34.066,36.11,322.535,,5.763,39.179,69.531,29,0.0,0,0.0,0.41379310344827586,0.4482758620689655,8909914112,123,5053679,2182825,2171884,0,0,0,71368,18800,1,123,0,0,24661,177,0,29,51.08928571428571,53.2,2742082.5714285714,2911344.0,10731248.827586208,11051988,917060.9655172414,1031492,329.37931034482756,3776,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,0.0,0.0,311155.0,,0.0,0.0,55390.0,0.0,0.0,15421.0,,0.0,0.0,7980.0,339.0,0.0,2089568.0,,10775.0,73256.0,37284.0,0.0,0.0,1686.0,,2700.0,19300.0,18550.0,0.0,0.0,314821.0,,0.0,1.0,784311.0,0.0,52.0,1029140.0,,1666.0,123.0,6027.0,50.0,50.0,12093953779.0,,0.0,24661.0,356877985.0,1.0,1.0,14231960.0,,0.0,177.0,2965937.0,66.0,66.0,1039675.0,1039675.0,710589.0,1.0,3735152.0,0.4393939393939394,0.5454545454545454,,0.015151515151515152,,,False
32,575,1229,384.53335,39038,2561.60663968441,100000,33000.0,22500.0,36410.00000000004,49300.0,108606.00000000013,12205700,0.7799999999999999,0.5499999999999999,1000,282.0,581.05,1023.0699999999999,23934.5,56109.899999999994,107934.15999999992,3073395,0.7000000000000001,0.5,0.781610702221162,0.9955496931968191,226.628,358.3499999999997,0.001,0.0,3.597,7.0,131.802,227.04999999999995,12.626,21.049999999999955,1336,1.336,1687.5,17636.25,61923.9,171234.0,1931865.5,6654296.0,57.85928143712575,41.91616766467065,0.839198871098801,0.9903553216302933,2916.0284431137725,974.5,8949.25,0.5302821055818123,0.13622754491017963,0.0,1.0,2.4773088041649276e-05,106.75,29.5,358.0,0.019412572913867783,2178.1504491017963,714.0,7378.75,0.39609840197248225,284.3008982035928,73.0,847.0,0.05170034581597516,34.778,37.152,331.63,,5.658,39.371,84.841,29,0.0,0,0.0,0.4827586206896552,0.4482758620689655,8972369920,631,5032609,2192303,2182238,0,0,0,85116,18500,3950,639,0,0,50,1,0,29,50.728571428571435,53.3,3105009.714285714,3275240.0,10733708.137931034,11043340,874851.724137931,1028240,402.2068965517241,3376,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,1.0,0.0,0.0,329370.0,,0.0,0.0,40539.0,0.0,0.0,7802.0,,0.0,0.0,9789.0,475.0,0.0,2074359.0,,49.0,85127.0,146528.0,0.0,3.0,7845.0,,2600.0,19000.0,23684.0,4.0,0.0,228218.0,,1.0,3950.0,1066554.0,3.0,190.0,1096923.0,,1669.0,639.0,7578.0,3249254.0,2952564.0,12577448618.0,,21318.0,50.0,584109834.0,50439.0,45997.0,14670606.0,,130.0,1.0,3179647.0,84.0,83.0,1047295.0,1047295.0,973149.0,1.0,4006468.0,0.40476190476190477,0.5833333333333334,,0.011904761904761904,,,False
33,592,1253,403.39283,40940,2442.5989252564727,100000,34000.0,23100.0,37510.00000000004,50804.99999999993,111812.00000000026,12581800,0.79,0.5499999999999999,1000,286.0,584.1499999999999,981.1499999999999,24035.0,54442.95,87112.55999999998,544046,0.4,0.2,0.8237136116514973,0.9367918394784637,197.142,329.0,0.015,0.0,2.236,5.0,118.241,227.0,10.682,21.0,1403,1.403,1675.0,20122.1,71885.08000000013,174350.0,2526999.999999937,6855636.0,56.23663578047042,39.8431931575196,0.8188814862502053,0.9929444041994222,3135.576621525303,949.0,10236.099999999993,0.52882020050194,0.11760513186029936,0.0,1.0,1.9834300646165454e-05,109.91019244476122,29.0,418.89999999999986,0.01853653634449271,2340.610121168924,702.0,8673.899999999996,0.39474778102258923,328.50106913756235,72.0,1367.8999999999958,0.05540225043581368,35.367,37.655,333.51,,5.706,41.279,106.658,31,0.0,0,0.0,0.4838709677419355,0.45161290322580644,10222100480,101,5241359,2361989,2350354,0,0,0,32522,20200,1013,101,0,0,19296,98,0,31,50.23000000000002,52.5,2611745.8666666667,2733564.0,10716246.838709677,11060728,990889.1612903225,1051608,80.7741935483871,1396,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,1.0,0.0,0.0,325587.0,,0.0,0.0,48832.0,0.0,0.0,12630.0,,0.0,0.0,8516.0,458.0,0.0,2350677.0,,56.0,32524.0,303256.0,0.0,3.0,727.0,,2800.0,20400.0,21233.0,1.0,0.0,300632.0,,0.0,1013.0,1165029.0,1.0,75.0,1099040.0,,1666.0,101.0,4538.0,3179541.0,2974825.0,12493686798.0,,0.0,19296.0,772501829.0,50407.0,47386.0,14398512.0,,0.0,98.0,3710181.0,103.0,103.0,1195831.0,1195831.0,1044804.0,1.0,4132383.0,0.3786407766990291,0.5339805825242718,,0.08737864077669903,,,False
